Subj,Consent,Condition,Order,Know,Time,Summary,Lang,Age,Gender,Gender_TEXT,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,Education,SES,DO-BR-FL_16,DO-BR-FL_50
45,1,3,1,2,35.624,"Bob told Sue you could by an Italian Newspaper and Paperworld, but in fact, she could not. She had no reason to disbelieve him, so she thought she could buy one there and never questioned it.",21,25,2,,,,,,1,,,4,8,Error Case - Where to negated,
46,1,3,1,7,25.609,"Sue's friend told her she can buy an Italian Newspaper at Paperworld.  Sue went there and they only sold stationary and office supplies, not Italian Newspapers.",21,32,2,,,,,,1,,,4,8,Error Case - Where to negated,
47,1,3,1,3,30.386,"Sue trusted that Bob knew where to purchase an Italian newspaper, based only by the fact that he was native to the area, but was wrong in assuming he knew.",21,24,1,,,,,,1,,,4,7,Error Case - Where to negated,
48,1,3,1,6,37.824,"sue thought she could buy an italian newspaper at paperworld, because her informed friend told her she could, but paperworld doesn't even sell newspapers!",21,37,2,,,,,,1,,,4,6,Error Case - Where to negated,
49,1,3,1,5,29.159,Sue is looking for a place to buy an Italian newspaper. She is told by Bob about Paperworld. Turns out that Paperworld is just a stationary store.,21,25,1,,,,,,1,,,5,8,Error Case - Where to negated,
50,1,3,1,6,142.066,"Sue was with her friend Bob at Papertown, a store in a city that Bob was well informed about. He told Sue she could buy an Italian newspaper there but she could not, as they only had paper supplies and stationary and did not sell newspapers. ",21,29,2,,,,,,1,,,5,8,Error Case - Where to negated,
51,1,3,1,7,,Bob tells sue she can buy an Italian newspaper in a store. Store doesn't care newspapers. Sue is out of luck.,21,26,1,,,,,,1,,,5,6,Error Case - Where to negated,
52,1,3,1,4,13.434,"Bob told sue that she can buy a newspaper from a store, but instead they only sold paper supplies and stationary.",21,27,1,,,,,,1,,,6,5,Error Case - Where to negated,
53,1,3,1,5,35.503,Sue was led to believe she could purchase and Italian newspaper at a store. This turned out to be false.,21,26,1,,,,,,1,,,4,8,Error Case - Where to negated,
54,1,3,1,6,0,sue is looking for a place to find an italian paper.  she is new to the area.  she is told she could get one at paperwood.  she could not as it  was a stationary store.,21,55,1,,,,,,1,,,4,6,Error Case - Where to negated,
55,1,3,1,6,24.656,"Bob told Sue she could buy an Italian newspaper at a store, was wrong.",21,45,1,,,,,,1,,,5,8,Error Case - Where to negated,
56,1,3,1,5,43.602,Sue wanted to buy an Italian newspaper.  Bob misinformed her that she could buy one at Paperworld. ,21,20,2,,1,,,,1,,,2,8,Error Case - Where to negated,
57,1,3,1,5,57.61,"bob advices sue to buy newspaper at the paperworld store, but it doesn't sell newspaper only stationery.",22,51,1,,,,1,,,,,4,6,Error Case - Where to negated,
58,1,3,1,7,33.936,"Bob, a native of the city, told Susan that she can buy an Italian newspaper form Paperworld, but he was wrong.",21,23,2,,,,1,,,,,4,6,Error Case - Where to negated,
59,1,3,1,7,34.578,Sue assumed she could rely on Bob for knowing where to get Italian newspaper but Bob didn't really know.,21,20,1,,,,,,,,,2,7,Error Case - Where to negated,
60,1,3,1,2,9.169,"Sue was told there were 2 stores that sold an italian Newspaper:  paperworld and newstopia.  Bob told her this information.  However, Bob wa wrong about Paperworld in that it does not carry Italian newspapers.  ",21,23,2,,,,,,1,,,4,6,Error Case - Where to negated,
61,1,3,1,7,26.901,A women was misinformed by a friend on the location of an Italian- Newspaper and probably wont trust Bob anymore.  ,21,21,1,,,,,,1,,,5,6,Error Case - Where to negated,
62,1,3,1,1,51.46,"Sue was standing near Paperworld and Bob informed her should could buy an Italian Newspaper there. She believed Bob, but it turned out she could not buy an Italian newspaper there.",21,31,1,,,,,,1,,,4,5,Error Case - Where to negated,
63,1,3,1,7,41.178,Sue asked bob where she could get newspaper and bob told her about a stationary store.,21,21,2,,,,,,1,,,4,7,Error Case - Where to negated,
64,1,3,1,4,144.176,"Sue was outside a store, Bob told her she could buy an Italian Newspaper there, they didn't sell newspapers.",21,19,1,,,,,,1,,,4,8,Error Case - Where to negated,
65,1,3,1,7,22.711,Bob tells Sue she can get an Italian newspaper at Paperworld. Paperworld ends up being a stationary store,21,23,1,,,,1,,,,,4,7,Error Case - Where to negated,
66,1,3,1,7,41.402,Bob told Sue she needed to buy an italian news paper from this store. Sue went to the store and it didnt sell newspapers.,21,34,1,,,,,,1,,,4,9,Error Case - Where to negated,
67,1,3,1,5,31.234,Sue gave the other guy an assumption because the place was called paper world. ,21,23,1,,,1,,,,,,5,5,Error Case - Where to negated,
68,1,3,1,6,32.069,A lady was misinformed by a man as to whether or not a store sold Italian newspaers,21,46,1,,,,,,1,,,4,9,Error Case - Where to negated,
69,1,3,1,4,60.424,"Bob tells Susie that she can buy an Italian newspaper at Paperworld, but it turns out that Paperworld doesn't sell the Italian newspaper, or any other newspaper for that matter.",21,24,1,,,1,,,1,,,5,8,Error Case - Where to negated,
70,1,3,1,1,24.458,"Sue is new to the city and is given faulty information about buying newspapers, information she never even requested in the first place.",21,24,1,,1,,,,,,,5,8,Error Case - Where to negated,
71,1,3,1,1,29.278,Bill told Sue that she could buy an Italian newspaper where they were not available.  ,21,25,1,,,1,,,,,,6,6,Error Case - Where to negated,
72,1,3,1,6,15.768,Su is by paperworld. Bob told her that she can buy an Italian newspaper there. bob was wrong.,21,25,2,,,,,,1,,,5,6,Error Case - Where to negated,
73,1,3,1,7,19.02,"Bob told Sue that she can buy an Italian newspaper at Paperworld. Bob is usually right, but in this case, he is wrong.",21,26,1,,,,,,1,,,6,5,Error Case - Where to negated,
74,1,3,1,6,47.212,"Sue's friend, Bob, informed her that she can buy an italian newspaper at Paperworld.  He was wrong, however, as they only sell stationary and office supplies.",21,24,1,,,,,,1,,,5,4,Error Case - Where to negated,
75,1,3,1,4,42.838,"Sue's friend told her about a local paper store which sells Italian news papers. Though, the information he gave her was incorrect.",21,22,1,,,,,,1,,,4,7,Error Case - Where to negated,
76,1,3,1,7,33.627,"Sue is standing outside a store called paperworld. Her friend Bob told her that she could buy an italian newspaper there, but he was completely misinformed and in fact the store only sells stationary and office supplies. ",21,23,2,,,,,,1,,,5,6,Error Case - Where to negated,
77,1,3,1,5,14.004,Sue has a new friend,21,20,2,,,,,,1,,,3,6,Error Case - Where to negated,
78,1,3,1,5,139.272,"Sue was on the street near the store of Paperworld. Bob, Sue's well informed and trusted friend, had told Sue she can get an Italian newspaper at Paperworld but Paperworld does not sell newspapers of any kind. ",21,65,1,,,,,,1,,,5,9,Error Case - Where to negated,
79,1,3,1,7,29.791,Sue wants to buy a newspaper and her friend Bob gave her bad information about where to find one.,21,27,1,,,,,,1,,,4,8,Error Case - Where to negated,
80,1,3,1,6,42.421,"Sue is near a store called Paperworld.  She wanted to buy an Italian newspaper, and Bob told her that paperworld carried them. Bob was wrong, however.",21,61,1,,,1,,,1,,,5,6,Error Case - Where to negated,
81,1,3,1,4,33.348,"Sue's friend Bob told her she could buy an Italian newspaper at Paperworld, though it doesn't in fact sell these.",21,20,1,,,,,,1,,,4,6,Error Case - Where to negated,
82,1,3,1,7,51.175,Sue trusted her coworker to tell her where she could buy an italian newspaper. She was told to go to a place that only sold regular paper.,21,25,1,,,1,,,1,,,4,8,Error Case - Where to negated,
83,1,3,1,6,30.5,"Sue is in a city near a store called Paper World. Her friend, Bob, is a native of the city and up to this point has been trustworthy. He has told Sue that Paper World will sell her an Italian newspaper. Sue finds out that Paper World does not sell any type of newspapers but only sells stationary and office supplies.",21,30,1,,,,,,1,,,4,7,Error Case - Where to negated,
84,1,1,1,2,65.279,One had 2 stores and the other just one.,21,31,2,,,,,,1,,,4,7,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
85,1,1,1,3,33.696,"In one story there was one store and Bob was correct. In the other story there was two stores, only one of Bob's answers were correct.",21,25,1,,,1,,,,,,4,7,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
86,1,1,1,2,59.265,In one case he told Sue correctly that she could get an Italian newspaper at Newstopia in the second story he told her she could get it at PaperWorld and Newstopia but was incorrect about paperworld.,21,24,2,,1,,,,,,,4,7,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
87,1,1,1,1,31.559,"One told where to buy the news paper, and the other one is where Bob told Sue that she could buy the news paper in two stores, instead the newspaper was only avaiable in one store.",21,23,1,,,,,,1,,,4,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
88,1,1,1,3,74.733,"One said Bob was correct about getting Italian newspapers at one place, but incorrect about where else they could be found.",21,27,2,,,,,,1,,,5,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
89,1,1,1,7,24.611,In the first story Bob was right in the second Bob was not right.,21,31,2,,,,,,1,,,5,4,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
90,1,1,1,2,63.602,"The first story only gave one option of places to buy the paper, and the second story gave two options even though one of the options was wrong",21,49,2,,,,,,1,,,2,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
91,1,1,1,1,10.529,the second story included paperworld which does not sell italian newspapers or any newspapers,21,25,1,,,,1,,,,,5,5,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
92,1,1,1,2,24.363,"In the first one, Bob was right. In the second one, he was only half right.",21,24,2,,,,,,1,,,4,7,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
93,1,1,1,7,24.332,"The first one, bob was right about where to find the italian newspaper. The second, bob was misinformed and lead her not to newspaper, but a paper supply store. ",21,22,2,,,,1,,,,,4,8,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
94,1,1,1,2,45.883,"The difference is the number of stores Bob mentioned that sell Italian newspapers. Bob was misinformed about PaperWorld, which does not sell Italian newspapers.",21,28,1,,,,1,,,,,8,4,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
95,1,1,1,4,8.245,"In the first summary, she was not given any background knowledge. In the second, her friend was knowledgable and told her two places she could check.",21,18,2,,,,,,1,,,4,5,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
96,1,1,1,6,32.421,"In the first story, Bob told Sue that she could get an Italian newspaper at Newstopia which was true, However, in the second story Bob told Sue that she could get an Italian newspaper at either Paperworld or Newstopia, but this time he was only right about Newstopia, since paperworld sold only office supplies. ",22,20,1,,,,,,1,,,4,8,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
97,1,1,1,6,64.157,The second story added a second store which did not sell italian newspapers,21,23,1,,,,,,1,,,4,4,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
98,1,1,1,4,60.319,The difference was there were two choices.  Neither story mentioned that Sue was even trying to buy an Italian newspaper.  Bob seemed to give this information to Sue unsolicited which means Sue didn't necessarily not know where to buy a newspaper.  ,21,24,1,,,,,,1,,,4,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
99,1,1,1,5,20.541,different newstand,22,22,1,,,,1,,1,,,5,5,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
100,1,1,1,7,23.152,paperworld did not have newspapers,21,30,1,,,,,,1,,,3,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
101,1,1,1,5,15.371,"In the first story, Sue was standing next to just the office supply store, but in the second one, she is standing next to the office supplies store and Newstopia, and this time Bob informs Sue she can buy an Italian newspaper at both.",21,18,1,,,,,,1,,,4,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
102,1,1,1,4,6.871,Sue was told different things about where to get the newspaper.,21,31,1,,,,,,1,,,4,9,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
103,1,1,1,2,34.477,"In the second one, Bob names two stores that have Italian newspapers, and was only correct about one.",21,24,1,,,,,,1,,,2,9,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
104,1,1,1,1,44.311,"in the first story Bob provided one correct option; in the second story Bob gave two options, one of which was incorrect",21,31,2,,,,,,1,,,6,5,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
105,1,1,1,2,44.477,"In first story Bob was right about which store sold Italian news papers, in the second story Bob was right about one of the stores but wrong about the other one.",21,29,1,,,,,,1,,,5,5,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
106,1,1,1,4,19.606,"Sue has two stores to choose between in the second. She is also actively searching for an Italian newspaper. In the first story, she is just standing by the corner and remembers she can buy the paper at Newstopia. ",21,18,1,,,,,,1,,,2,4,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
107,1,1,1,5,114.653,Bob was right in one and wrong in the other.,21,23,1,,,,,,1,,,4,7,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
108,1,1,1,6,38.467,"The first story Bob knew where to get the paper, the second story he told her 2 places and one was wrong.",21,50,2,,,,,,1,,,4,8,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
109,1,1,1,2,22.405,"In the one, there were two stores and Bob was wrong about one.",21,23,1,,,,,,1,,,5,9,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
110,1,1,1,1,30.345,"in one there was only one store involved, in the second there were two.",21,26,1,,,,,,1,,,4,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
111,1,1,1,2,37.871,"In the first story there was only one store that Sue's friend said had Italian newspapers and he was correct, in the second story there were two stores and Sue's friend said both had Italian newspapers, though only one store had them.",21,25,1,,,,,,1,,,5,4,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
112,1,1,1,7,41.235,"In the first story Bob tells Sue only one store that will sell an Italian newspaper, however in the second he tells her two, one of which is incorrect.",21,19,1,,,,,,1,,,4,4,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
113,1,1,1,1,34.289,"In the first story, Bob only recommended one store for buying Italian newspapers, but it was a successful recommendation. In the second story, Bob recommended two stores, but only one of them turned out to be a place selling Italian newspapers.",21,33,1,,,,,,1,,,5,1,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
114,1,1,1,3,24.153,The first story told of an informed suggestion whereas the second story told of a misinformed along with an informed suggestion,21,28,2,,,1,,,1,,,5,5,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
115,1,1,1,1,31.333,In one story she knew exactly where the newspapers were located but in the other one she was misinformed about one place. ,21,20,1,,,,,,1,,,4,4,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
116,1,1,1,5,38.594,Bob told her where to buy an Italian newspaper but was only completely correct in the first scenerio. ,21,65,1,,,,,,1,,,5,8,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
117,1,1,1,1,47.807,In one story bob was correct and in the other story he was only halfway right,21,36,1,,1,,,,,,,4,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
118,1,1,2,1,15.045,"In one, Bob is totally right and in another he is also right but gives out wrong information as well.",21,21,1,,,,,,1,,,4,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
119,1,1,2,3,13.563,"The second story only included one store and did not mention Bob's mistake about the second store, Paperworld. In the first story, Bob thought Paperworld sold Italian newspapers, but it doesn't. Only Newstopia does; he was right about that.",21,22,2,,,,,,1,,,5,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
120,1,1,2,1,37.348,"The first story included Paper World, which actually does NOT sell the Italina paper. The second story didn't",21,57,2,,1,,,,,,,4,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
121,1,1,2,3,8.469,Bob was right in the second scenario.,21,23,1,,1,,,,,,,5,4,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
122,1,1,2,1,17.61,"The difference between the two stories was that Bob thought an additional store sold Italian newspapers, PaperWorld, that Sue also happened to be standing by. ",21,25,1,,,,1,,1,,,4,6,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
123,1,1,2,6,255.264,"Sue wanted to buy an Italian newspaper, so she asked Bob where she could find one as he was a native of the city she was in.",21,39,1,,,,,,1,,,5,4,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
124,1,1,2,1,8.91,"Newstopia sells Italian newspapers, while PaperWorld does not.",21,24,2,,,,,,1,,,5,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
125,1,1,2,1,30.105,The misinformation about the Paper Supply store in the first story throws off the fact that Sue did get valid information about Newstopia and most surely did get an Italian newspaper there.,21,49,2,,,,,,1,,,4,6,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
126,1,1,2,4,25.17,"Sue knew generally what store to look for when looking for an Italian newspaper, but Bob helped her better in the second story",21,28,2,,,,,,1,,,5,8,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
127,1,1,2,4,7.956,Bob was wrong on which place ,21,30,2,,,,,,1,,,2,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
128,1,1,2,1,21.285,"On the first, the newspaper was sold at Newstopia, on the second, it was not.",21,39,2,,,,,,1,,,4,6,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
129,1,1,2,6,13.383,"The difference is that in the first scenario, one of the stores she is informed of does not actually carry the newspaper.  In the second scenario, only one store is referenced and that one does carry the newspapers.  In both scenarios, she does not know where to buy a paper as she is fully dependent on someones suggestion.",21,33,1,,,,,,1,,,5,6,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
130,1,1,2,1,19.282,"The first one contained information about Paper World not having Italian newspapers, while the second one did not.",21,23,1,,1,,,,,,,4,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
131,1,1,2,1,,"bob was correct in one, but not the other",21,30,1,,,,,,1,,,5,8,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
132,1,1,2,3,9.295,in one story he was correct in giving the answer to where to get a Italian newspaper and the other he was not correct.,21,25,2,,,,,,1,,,4,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
133,1,1,2,2,44.16,The first story Bob who knows the city thought the store sold Itaiian papers when it was just stationary - the second story the store really did sell the italian papers. ,21,46,2,,,,,,1,,,5,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
134,1,1,2,2,24.765,"In the first story, Bob was incorrect about Paper World and they only sold stationary, not newspapers. He was correct about Newstopia though.",21,31,2,,,,,,1,,,4,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
135,1,1,2,1,16.18,The first scenario involved two stores while the second only had one store.  The difference is PaperWorld which doesn't sell newspaper.,21,29,1,,,,1,,,,,6,4,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
136,1,1,2,1,12.798,"In the first story, Sue's source of information was less accurate.",21,30,2,,,,,,1,,,5,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
137,1,1,2,1,5.959,Sue was misinformed about the newspaper in one store,21,25,1,,,,,,1,,,5,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
138,1,1,2,5,16.598,"Bob gave incorrect information in the first one, in the second one he gave correct info.",21,29,1,,,,,,1,,,5,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
139,1,1,2,1,34.817,The first story included another store called paperworld which sold stationary and office supplies and Bob thought it sold Italian newspapers along with newstopia.  The second story had no mention of paperworld. ,21,19,1,,,,,,1,,,4,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
140,1,1,2,7,24.421,"In one he was incorrect about 1 store and correct about the other, in the other story he was correct about the store",21,34,2,,,,,,1,,,4,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
