Consent,Condition,Order,Know,Time,Summary,Lang,Age,Gender,Gender_TEXT,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,Education,SES,DO-BR-FL_16,DO-BR-FL_50
1,3,3,1,29.277,Sue trusted her friend Bob about where to buy an Italian newspaper but he was completely wrong and the store did not sell newspapers.,21,24,2,,,,,,1,,,4,7,Error Case - Should,
1,3,3,2,19.663,A guy told Sue she could buy an Italian newspaper at a place called Papwerworld but he was wrong: It was a stationery store.,21,46,1,,,,,,1,,,6,5,Error Case - Should,
1,3,3,2,23.241,Sue's friend Bob told her she can buy an Italian newspaper at a store called Paperworld. He incorrect because Paperworld sells stationery supplies not newspapers.,21,25,2,,,,,,1,,,5,5,Error Case - Should,
1,3,3,6,118.117,"Sue was mislead. She thought she knew where to buy an Italian paper. To her knowledge, she knows. But her knowledge is wrong.",21,30,1,,,,1,,,,,5,6,Error Case - Should,
1,3,3,1,18.523,Sues friend told her that she could get a newspaper at paperworld but he was wrong.,21,27,1,,,,,,1,,,4,9,Error Case - Should,
1,3,3,1,16.295,Bob told sue she could buy an italian newspaper at paper world. However paperworld doesn't even sell newspapers let alone italian ones. ,21,20,1,,,,,,1,,,2,7,Error Case - Should,
1,3,3,6,19.123,"Sue wants to buy an italian newspaper, her friend bob tells her to go to a store but he ends up being wrong as it only sells stationaries.",21,18,2,,,,,,1,,,4,4,Error Case - Should,
1,3,3,5,10.877,"Sue's friend, Bob, misinformed her that Paperwood sold italian newspapers.",21,19,1,,,,1,,1,,,4,7,Error Case - Should,
1,3,3,6,47.408,Sue was told she could buy an Italian newspaper at PaperWorld by Bob. Bob gave her bad information about being able to purchase the paper at PaperWorld.,21,32,1,,,,,,1,,,3,7,Error Case - Should,
1,3,3,2,22.031,Sue wants to buy an Italian newspaper so her friend tells her she can get one at Paperworld. Paperworld does not sell newspaper,21,21,1,,,,1,,,,,4,5,Error Case - Should,
1,3,3,4,49.55,Sues friend told her she can buy an italian newspaper at paperworld but he was wrong.,21,28,2,,,,,,1,,,2,6,Error Case - Should,
1,3,3,1,129.854,Someone told Sue where to buy an Italian newspaper but they were wrong.,21,23,2,,,,,,1,,,4,9,Error Case - Should,
1,3,3,3,44.412,Bob mislead Sue about where to find an Italian newspaper,21,19,1,,,,,,1,,,4,4,Error Case - Should,
1,3,3,6,5.258,Sue wanted to buy an Italian newspaper and Bob told her of two locations. Only one of the two locations had the Italian newspaper.,21,2,1,,,,1,,,,,5,6,Error Case - Should,
1,3,3,1,40.358,Sue was told by her friend Bob that she could buy an Italian newspaper at a store called Paperworld.  But Bob was wrong.  That store sells stationery and office supplies.,21,50,1,,,,,,1,,,4,8,Error Case - Should,
1,3,3,1,29.786,Bob told Sue she could buy an Italian newspaper at Paperworld.  Apparently Bob has always been right before and Sue had no reason to doubt him.  Bob was wrong this time and Paperworld only sells stationary and such...no newspapers. ,21,33,2,,,,,,1,,,8,8,Error Case - Should,
1,3,3,1,44.856,Sue was looking for a newspaper and was given the wrong information of where to buy it.,21,27,1,,,,,,1,,,5,9,Error Case - Should,
1,3,3,1,21.688,"A guy who is normally trustworthy lies to a girl about where she can purchase an Italian newspaper, instead directing her to a store that sells stationery.",21,23,1,,,,,,1,,,4,6,Error Case - Should,
1,3,3,2,43.21,Sue is told by her friend Bob that you can buy an Italian newspaper at Paperworld despite this information being wrong since it's a stationary store,21,23,1,,,,,,1,,,6,4,Error Case - Should,
1,3,3,2,25.3,"Sue is standing near a store called Paperworld. Her friend Bob told her that she could purchase an Italian newspaper from this store, and she had no reason to doubt him and always trusted his claims. However, it turns out that Paperworld doesn't sell newspapers at all, just stationary and related items.",21,21,2,,1,,,,,,,4,6,Error Case - Should,
1,3,3,1,32.66,"Sue would like to buy an Italian newspaper, her usually trustworthy friend Bob misinformed her of where to purchase said newspaper.",21,24,1,,,,,,1,,,4,8,Error Case - Should,
1,3,3,1,18.963,Sue was told where she could buy italian paper but was misinformed. ,21,24,1,,,,,,1,,,2,4,Error Case - Should,
1,3,3,1,54.588,"Sue wanted an Italian newspaper. Sue was near Paperworld. Her friend, Bob, told her she could get one from Paperworld. He was wrong.",21,35,1,,,1,,,,,,4,6,Error Case - Should,
1,3,3,1,14.3,"A woman was told by Bob that somewhere sells Italian newspapers, but he misremembers what the company makes.",21,24,2,,,,,,1,,,4,7,Error Case - Should,
1,3,3,7,59.483,Sue is standing in front of Paperworld. Sue's friend Bob told her that she can buy an Italian newspaper there. Sue believes Bob but Italian newspapers are not sold at Paperworld.,21,39,1,,,,,,1,,,1,9,Error Case - Should,
1,3,3,1,38.166,"Sue is in an unfamiliar city and her friend Bob told her to go to Paperworld for an Italian newspaper but Paperworld does not sell newspaper, they sell stationary products.",21,33,2,,,,1,,,,,5,7,Error Case - Should,
1,3,3,2,20.537,She was lied to by somebody that she thought was reputable.,21,31,1,,,,,,1,,,4,7,Error Case - Should,
1,3,3,1,32.449,Bob misinformed Sue about where she could buy an Italian newspaper.,21,31,1,,,,,,1,,,4,5,Error Case - Should,
1,3,3,7,16.032,"Sue was given information about buying newspapers from Bob, but Bob unknowingly gave the wrong information",21,27,2,,,,,,1,,,3,6,Error Case - Should,
1,3,3,2,25.336,"Sue is trying to buy an Italian newspaper, her reliable friend Bob suggests a store but his suggestion turns out to be wrong.",21,24,2,,,,,,1,,,5,5,Error Case - Should,
1,3,3,1,31.237,Sue attempts to buy an Italian newspaper and Bob provides her with information that she can buy it from Paperworld. Paperwold does not sell newspapers - only stationary and office supplies.,21,26,1,,,,,,1,,,5,6,Error Case - Should,
1,3,3,1,19.404,"A woman was looking for an Italian newspaper, her friend told her to try a certain store. When she got to the store she finds out they don't even sell newspapers.",21,31,1,,,,,,1,,,2,8,Error Case - Should,
1,3,3,5,41.166,She has no reason to doubt her friend.,21,29,1,,,,,,1,,,2,9,Error Case - Should,
1,3,3,1,11.889,"Sue was trying to find a place to buy newspaper, but Bob misdirected her towards an office-supply store.",21,18,1,,,,1,,,,,4,2,Error Case - Should,
1,3,3,4,39.863,"Sue was misinformed by her friend Bob about where to buy Italian newspaper.  He told her it was possible at Paperworld, but Paperworld actually only sells stationery and office supplies.  He's a native of the city and is normally well-informed and trustworthy, so she trusted him.",21,24,2,,,,1,,,,,5,6,Error Case - Should,
1,3,3,2,17.664,Bob told Sue she could buy newspapers at a story but he misinformed her as the store sells stationary,21,23,1,,,,1,,,,,5,7,Error Case - Should,
1,3,3,2,34.924,"Sue's friend Bob informed her that she would be able to buy a particular newspaper at a store called Paperworld. Though Paperworld is in the town Bob lives, he was mistaken. Paperworld actually sells stationary products. Bob misled Sue.",21,27,1,,,,,,1,,,5,4,Error Case - Should,
1,3,3,1,28.383,"Sue wants an italian newspaper, asks her friend where she can buy one. Friend tells her a placed called Paperworld, he was however wrong as paperworld did not sell newspapers despite being someone who knows the city well.",21,22,1,,,,,,1,,,4,7,Error Case - Should,
1,3,3,1,24.916,Sue talks to Bob he tells her buy some magazine at paperworld. Paperworld turns out to be a Staples and doesn't have magazines.,21,28,1,,,,,,1,,,4,6,Error Case - Should,
1,3,3,2,72.419,"Sue wanted to buy an Italian newspaper. Her friend, who was native to the area, told her where to buy one, although he was wrong.",21,20,1,,,,,,1,,,4,7,Error Case - Should,
1,3,3,4,23.566,A woman was told buy a friend that should could buy an Italian newpapaer somewhere she couldn't.,21,26,1,,1,,,,,,,4,6,Error Case - Should,
1,3,3,1,46.622,Sue was misinformed by Bob about where to buy an Italian newspaper,22,25,2,,,1,,,,,,5,6,Error Case - Should,
1,3,3,1,32.034,"Sue was misinformed by her friend that she could purchase an Italian newspaper at Paperworld. However, when Sue went into Paperworld she soon found out that it was a stationary store, not a newspaper store.",21,31,1,,,,,,1,,,6,4,Error Case - Should,
1,3,3,2,0,"Bob misinformed Sue where to buy an Italian newspaper. He said Paperworld had them but the store sells stationery, not newspapers. ",21,38,2,,,,,,1,,,4,9,Error Case - Should,
1,3,3,4,51.587,"Sue is standing near Paperworld, where she was informed by her friend Bob as being a place that sold Italian newspapers. Bob is incorrect, as they only sell paper supplies.",21,41,1,,,,1,,,,,4,6,Error Case - Should,
1,3,3,2,30.775,"Sue is at Paperworld.  Her friend Bob, who is a native of the city she's currently in, recommended sh go to Paperworld if she wanted to buy an Italian newspaper.  Sue felt she had no reason to distrust Bob and took his suggestion, but she found out Paperworld sells stationary and paper products, not newspapers as she'd been led to believe,",21,23,2,,,,,,1,,,5,6,Error Case - Should,
1,3,3,2,47.455,"Sue was looking to buy an Italian newspaper and Bob told her where to buy one, but he was misinformed.",21,23,1,,,,,,1,,,2,9,Error Case - Should,
1,3,3,2,28.987,"A friend told Sue where to get an Italian newspaper, but she couldn't get one there.",21,32,1,,,,,,1,,,6,9,Error Case - Should,
1,3,3,1,93.696,"Sue was looking for a place to buy an Italian newspaper, but her friend Bob was incorrect in telling her where to purchase one.",21,55,2,,,,,,1,,,6,7,Error Case - Should,
1,3,3,1,86.504,"Sue went to Paperworld because her friend Bob told her that she could get a an Italian newspaper there. However, Bob was wrong and Paperworld only sells stationary. ",21,22,1,,,,,,1,,,5,6,Error Case - Should,
1,3,3,1,22.39,"A woman named Sue asked her friend where to buy a specific newspaper.  Her friend told her she could buy it at a specific location, but that was not true.",21,20,1,,,,,,1,,,4,6,Error Case - Should,
1,3,3,2,47.79,Sue was looking for an Italian newspaper and her friend said she could get one at a place called Paperworld. Bob was wrong and she was not able to get the paper because they sold stationary instead.,21,39,1,,,,,,1,,,2,9,Error Case - Should,
1,3,3,1,27.497,"Sue is standing outside a store with Bob who is a native of the city where the store is. Bob tells Sue she can buy an Italian Newspaper at the store, Paperworld, or Superpaper, something like that, and she trust him becauase he's always given her accurate information. Well, this time Bob was totally wrong because this place doesn't even sell newspapers. It just sells stationary and stuff. ",21,25,2,,,,,,1,,,4,4,Error Case - Should,
1,3,3,1,27.168,"Sue wants an Italian paper, her friend says you can buy it one place but they don't have it",22,29,1,,,,,,1,,,5,8,Error Case - Should,
1,3,3,3,45.9,Bob misinformed his friend Sue about whether Sue could purchase a newspaper at a store called Paperworld.,21,27,1,,,,,,1,,,8,3,Error Case - Should,
1,3,3,1,48.561,"Sue was looking for a place to buy an Italian newspaper, and her friend Bob told her the wrong place to do so.",21,24,1,,,,,,1,,,2,9,Error Case - Should,
1,3,3,2,39.69,"Bob told Sue that she could buy an Italian newspaper at Paperworld. Sue believed him, but later she discovered that Paperworld sells stationary and other paper products, not newspapers.",21,31,1,,,,,,1,,,5,8,Error Case - Should,
1,3,3,4,57.686,Sue isn't familiar with the city she's in but her friend Bob is. He tells her where she can buy the paper she's looking for. However that place doesn't have the paper she needs. ,21,26,2,,,,,,1,,,5,7,Error Case - Should,
1,3,3,1,48.429,"Bob told Sue she could buy an Italian newspaper at paperworld, She totally trusted this to be true because she thought Bob knew everything. Bob was wrong and paper world sold stationary not newspapers.",21,52,2,,,,,,1,,,2,7,Error Case - Should,
1,3,3,6,40.167,Sue was misinformed on where to buy an italian newspaper from a normally very trustworthy friend.,21,29,1,,,,1,,,,,5,7,Error Case - Should,
1,3,3,1,40.728,"Sue is standing on the street by the store Paperworld. She is looking for an Italian newspaper. Her friend Bob told her that she can get one at Paperworld, but Paperworld does not even sell newspapers. ",21,24,1,,,,,,1,,,4,6,Error Case - Should,
1,3,3,1,28.303,"Sue was looking for Italian newspapers. Her friend, a native to the city, told her that she could buy them at Paperworld. That turned out to be false though, because Paperworld sells stationary - not newspapers.",21,28,1,,,,,,1,,,4,7,Error Case - Should,
1,3,3,2,27.419,"Sue wanted to buy an Italian newspaper, so a native directed her to a place where he thought they sold newspapers, but they only sold stationary.",21,20,1,,,,,,1,,,4,6,Error Case - Should,
1,3,3,1,28.582,Sue was accidentally misled about where to buy an Italian newspaper by her friend.,21,30,1,,,,,,1,,,6,5,Error Case - Should,
1,3,3,1,37.467,"Sue was given advice from a trustworthy friend about where to buy an italian newspaper, however, her friend happened to be wrong and Sue was misinformed. ",21,30,2,,,,,,1,,,5,5,Error Case - Should,
1,3,3,2,37.999,"Sue is looking to buy an Italian newspaper, she asks her friend Bob where she should buy the paper but he misinforms her.",21,33,1,,,,,,1,,,4,6,Error Case - Should,
1,3,3,3,1.55,sue bought newspaper,21,26,1,,,,,,1,,,4,8,Error Case - Should,
1,3,3,1,30.097,"Sue wants to buy Italian newspaper.  Sue's friend informs her that she can buy that at Paperworld; however, Paperworld does not carry newspaper at all.",21,19,2,,,,,,1,,,4,8,Error Case - Should,
1,3,3,1,82.285,"Sue was looking to buy an Italian newspaper. Her trustworthy friend directed her to Paperworld. Which, in fact, only sells stationary supplies.",21,22,2,,,,,,1,,,4,7,Error Case - Should,
1,3,3,6,43.781,Sue was in a city a friend of hers was familiar with . He told her where she could buy an Italian newspaper . However he misinformed her and was wrong .,21,36,1,,,,,1,,,,4,7,Error Case - Should,
1,3,3,1,9.648,She wants to buy an Italian newspaper but is led astray.,21,18,1,,,,1,,1,,,4,8,Error Case - Should,
1,3,3,2,3.841,sue talked about an italian newspaper,21,,,,,,,,,,,9,6,Error Case - Should,
1,1,1,6,25.931,"Bob recommended one store in the first story and it sold Italian newspapers. In the second story he. Recommended two stores, but only one sold Italian newspapers.",21,44,2,,,,,,1,,,5,3,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,37.149,"In both stories, Bob was correct when he told Sue she could find the Italian newspaper at Newstopia. However, in the second story Bob was incorrect about Papertopia.",21,41,2,,,1,,,,,,4,7,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,6,13.994,"In one story, the friend was completely correct. In the other, he was wrong the first time but right the second.",21,22,2,,,,,,1,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,5,31.328,"In the second story, Bob suggested two different places to buy an Italian newspaper, but only one, Newstopia (which was mentioned in both scenarios) actually carried it. In the second scenario he was wrong about Paper World carrying it.",21,32,1,,,,,,1,,,5,4,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,27.125,"When Bob suggested only 1 store suggestion, he was right. When he suggested 2, he was wrong about 1 of the stores.",21,20,1,,,,,,1,,,2,7,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,6.037,"In the first story, Bob was right about the store. He only gave one suggestion, however. In the 2nd story, he gave two suggestions and was wrong about one of them. He could have easily mixed up the store in the first story as well, which would completely make Sue not trust him again.",21,20,1,,,,,,1,,,2,8,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,26.823,"One had one store, and the other had two stores.",21,31,1,,,1,,,,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,30.316,Sue's friend Bob was telling her where a good place to buy an Italian newspaper was.,21,23,2,,,,,,1,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,68.956,"in the first story,Sue's friend told her thay she can buy an italian newspaper at Newstopia, in the second story, sue's friend told her about two stores, Newstopia and PaperWorld of selling Italian newspaper, but Paperworld just sells office supplies.",21,32,2,,,,1,,,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,51.787,"In the second story, he was only half correct in the info he gave her.",21,33,1,,,,,,1,,,4,8,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,36.904,"In the first story, Bob told her where to buy Italian newspapers. In the second story, Bob told her of two stores however only one store actually sold the paper.",21,30,1,,,,1,,,,,2,10,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,45.861,"In the first example Bob was totally right about where to buy a newspaper. In the second example Bob provides two stores that sell Italian newspapers, but he was wrong about one store.",21,26,1,,,,,,1,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,6,21.036,The difference between the two stories is that Bob knows where italian newspapers are sold in the first story but does not know where they are sold in the second story.,21,24,2,,,,,,1,,,3,8,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,6,17.576,The information on where to buy the newspaper.,21,31,1,,,,,,1,,,4,9,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,28.277,"In one of them Sue definitely knew where to buy the newspaper because Bob told her one store. In the second one Bob told her about two stores, only one of which sold newspapers, so she only half knew where to get the newspaper.",21,19,2,,,,,,1,,,4,9,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,6,26.828,Story one only mentioned Newstopia whereas story two mentioned both Newstopia and Paperworld.,21,19,1,,1,,,,,,,2,7,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,46.261,"One gave Newstopia as an option, the second gave Paperworld and Newstopia as an option with Paperworld being incorrect",21,54,2,,,,,,1,,,2,9,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,4,10.133,They had differing views,21,23,1,,1,,,,,,,2,4,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,6,36.931,"the guy who told the person about the first place, but the second place he misinformed her about what it sells",21,19,2,,,,,,1,,,2,6,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,5,35.5,"The second one also involved Paperworld, which didn't actually sell newspapers.  Newstopia, in both stories, sold the Italian newspapers that Sue was looking for.",21,38,1,,,,,,1,,,4,8,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,17.444,"One had a second option, where her friend was only 50% right",21,30,1,,,,,,1,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,4,21.816,"The first story describes how Bob was able to help his friend Sue find an Italian newspaper at a store called Newstopia. In the second story, Bob misleads Sue when he also mentions that the paper can be purchased at Paperworld, another store in the city he lives.",21,27,1,,,,,,1,,,5,4,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,79.085,"In the second story, Sue's friend Bob gave her some bad information.",21,52,2,,,,,,1,,,5,6,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,32.332,"The first story detailed Bob giving Sue information on a store that was correct, and the second story detailed Bob giving Sue information about two stores, though only his information about one store was correct.",21,22,2,,,,,,1,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,38.141,"Bob provided correct information in the first scenario, while he provided both correct and incorrect information to Sue in the secondar scenario.",21,23,2,,,,1,,,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,4,33.985,The second had two stores and Bob was wrong about one of them.,21,26,2,,,,,,1,,,4,8,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,5,39.49,"In the second story, Bob is wrong, and PaperWorld doesn't sell Italian newspapers. PaperWorld isn't mentioned in the first story.",21,25,2,,,,,,1,,,4,9,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,6,23.271,In the second summary an example of when Bob was wrong was presented,21,28,1,,,1,,,,,,6,7,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,8.612,"One had Bob tell her, while the other had her hunch",21,25,1,,,,,,1,,,5,4,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,5,23.209,The first story mentioned one store which had the desired item; The second story mentioned two stores only one of which had the desired item.,21,51,1,,,,,,1,,,8,8,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,25.046,"One involved Nestopia, which sold an Italian newspaper. The other also included PaperWorld, which sold stationary and supplies. Sue trusted Bob in both scenarios, but Bob was incorrect in the second scenario.",21,26,1,,,,,,1,,,4,8,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,5,22.203,"sue was sent to one location that sells italian newspapers in the first story. In the 2nd, she was misinformed and led to believe that two places had the same product",21,,1,,,,,,1,,,4,4,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,2,40.575,"Bob only recommened one store in the first story, Newstopia. In the 2nd story, he recommended 2 stores, Paperworld and Newstopia.",21,33,1,,,,1,,,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,23.848,"The first story included only the store Newstopia, which does sell Italian newspapers; the second story also has another store which only sells stationary and the like.",21,25,2,,,,,,1,,,4,5,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,22.476,"Bob presented two options in the secondary story, one of which was incorrect. He presented the correction option in both stories though so she had some idea of where to get her newspaper.",21,26,1,,,,,,1,,,5,6,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,6,28.449,"The first one only had one option which was true, the second one had two options, one of which was true and one was not",21,20,1,,,,,,1,,,4,7,FL_50,Base Case - Should|Mixed Case - Should
1,1,1,7,25.434,"Another store was introduced where you could not buy a newspaper, also bob was now half mistaken.",21,25,1,,,,,,1,,,2,6,FL_50,Base Case - Should|Mixed Case - Should
1,1,2,7,29.641,The first story Bob told her about more than one newsstand that sold Italian papers. Only one sold newspapers.,21,29,2,,1,,,,,,,4,7,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,5,49.834,"In the first story Bob said Sue could buy an italian newspaper at one of two store, Newstopia and Paperworld, while she could actually only purchase one at the former. In the 2nd story Bob only mentioned Newstopia and was actually correct.",21,25,1,,,,,,1,,,4,8,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,20.329,First scenario he included paperworld. The second scenario only had newsworld,21,55,2,,,,,,1,,,5,3,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,9.163,"story 1 had susan looking for newspaper, bob misinformed about one location. story 2 susan was looking for italian newspapers, bob correctly informed her",21,25,1,,,,1,,,,,5,5,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,6,18.882,"In the first, Bob told Sue she could buy an Italian newspaper at one of two locations, only one of which carried them. In the second, Bob only told Sue about one location, which was the correct one.",21,27,1,,,,,,1,,,5,7,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,37.337,"The first story included Bob telling Sue that there were two stores that she could buy an Italian newspaper from, although he was wrong about one of them. The second story included Bob telling Sue about only one store that she could buy an Italian newspaper from, which was correct. ",21,20,2,,1,,,,,,,2,7,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,17.699,The difference in the two stories is that Bob suggests either both stores to have the newspaper (and he is wrong) or Bob suggests one store to have the newspaper (and he is right).,21,21,2,,,,1,,,,,5,9,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,17.823,"In the first one there are two stores and Bob only gave accurate information about one of them. In the second, only the store he gave accurate info for is mentioned so he is completely correct instead of partially correct.",21,22,2,,,,,,1,,,4,6,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,1,21.404,One included the other store called Papertopia even though it did not sell italian newspapers.,21,24,2,,,,,,1,,,4,7,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,6,10.854,"The first story was longer and Bob was wrong. The second story, Bob was correct. ",21,29,1,,,,,,1,,,2,7,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,6,13.621,"In the first story, it is revealed that PaperWorld does not sell newspapers. In the second, it is says that Newstopia does sells newspapers. It says nothing about PaperWorld.",21,24,1,,,1,,,,,,5,7,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,35.882,"If the first story there was another store called PaperWorld. Bob though they sold newspapers as well, and told Sue this, but they really only sell stationary.",21,31,2,,,,,,1,,,5,6,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,6,9.426,Bob told her two locations on the first story and one location on the 2nd on where to buy newspaper.,21,20,1,,,,1,,,,,4,7,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,3,23.691,"In both stories, Bob was correct about Newstopia. However, in the second it is unknown that he is incorrect about being able to purchase the newspaper at both stores.",21,23,1,,,,,,1,,,5,8,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,5,12.683,First story only one place had the newspaper. Second story both places had it.,21,33,1,,,1,,,,,,5,3,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,6,15.449,"Sue goes to buy an italian newspaper and bob tells her to go to a store, he is incorrect and it only sells stationaries, he then suggets newstopia which does sell italian papers.",21,18,2,,,,,,1,,,4,4,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,6,20.336,"One story discussed two separate stores, while the other only mentioned one",21,21,1,,1,,,,,,,4,6,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,4,36.611,"In the first story there were two stores, the second story only had one.",21,26,1,,1,,,,,,,4,7,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,4,13.851,"In one Bob is correct about the store, the other he is wrong.",21,21,1,,,,1,,,,,4,7,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,6,11.776,The store did sell Italian newspapers.,21,24,1,,,,,,1,,,5,5,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,5.894,"In the first, Bob gave her one location that sold the paper. In the second, Bob gave her two places although only one sold the paper.",21,30,1,,,,1,,,,,2,10,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,6,16.933,"In the first story, bob didn't know paperworld didn't sell newspapers. In the second, there was only one store.",21,27,1,,,,,,1,,,2,7,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,27.713,"In the first story, Sue was told she could buy an Italian newspaper at two stores, one of which was wrong. In the second story, she is told to buy a newspaper at only one store, which does in fact sell an Italian newspaper.",21,23,2,,,1,,,,,,4,5,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,17.105,Bob told her that Paperworld and Newtopia both sell Italian newspapers but Bob was not right about Paperworld but right about Newtopia but Sarah believed Bob anyways. The second scenario she went to get a paper from Newtopia and there was paper there like Bob said.,21,22,2,,,,1,,,,,5,8,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,17.156,In one case he gave her 2 options one of which was incorrect. The other he gave her one option which was indeed correct.,21,21,1,,,,1,,,,,4,5,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,1,13.227,"In the first scenario, Bob was both correct and incorrect. In the second scenario, Bob was only correct.",21,20,1,,,,,,1,,,4,7,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,6,16.101,"In one story Bob was right about the store that sells Italian newspapers.  In the other story,  Bob was half right about which store sales newspapers.",21,36,1,,1,,,,,,,5,7,FL_50,Mixed Case - Should|Base Case - Should
